30237530,"{'latitude': 41.3887886, 'longitude': 2.1363534, 'street_count': 3}"
30237531,"{'latitude': 41.3885271, 'longitude': 2.1365669, 'street_count': 4}"
30237532,"{'latitude': 41.387952, 'longitude': 2.1371009, 'street_count': 4}"
30237533,"{'latitude': 41.3868614, 'longitude': 2.1381582, 'street_count': 3}"
30237538,"{'latitude': 41.3882225, 'longitude': 2.1329169, 'street_count': 4}"
30237539,"{'latitude': 41.3876202, 'longitude': 2.1335118, 'street_count': 4}"
30237540,"{'latitude': 41.387364, 'longitude': 2.1337711, 'street_count': 4}"
30237541,"{'latitude': 41.3870851, 'longitude': 2.1340451, 'street_count': 4}"
30237542,"{'latitude': 41.3865411, 'longitude': 2.1345827, 'street_count': 3}"
30237549,"{'latitude': 41.3738905, 'longitude': 2.1119366, 'street_count': 4}"
30237550,"{'latitude': 41.3745132, 'longitude': 2.1134448, 'street_count': 4}"
30237586,"{'latitude': 41.3856377, 'longitude': 2.1449091, 'street_count': 4}"
30237587,"{'latitude': 41.3865079, 'longitude': 2.1460175, 'street_count': 4}"
30237588,"{'latitude': 41.3873405, 'longitude': 2.1471297, 'street_count': 3}"
30237606,"{'latitude': 41.3857841, 'longitude': 2.1428299, 'street_count': 5}"
30237607,"{'latitude': 41.3864653, 'longitude': 2.1437486, 'street_count': 4}"
30237610,"{'latitude': 41.3890311, 'longitude': 2.1471617, 'highway': 'traffic_signals', 'street_count': 3}"
30237612,"{'latitude': 41.3907397, 'longitude': 2.1494208, 'street_count': 4}"
30237613,"{'latitude': 41.3916165, 'longitude': 2.1505827, 'street_count': 4}"
30237614,"{'latitude': 41.3924477, 'longitude': 2.1517144, 'highway': 'traffic_signals', 'street_count': 4}"
30237615,"{'latitude': 41.3932932, 'longitude': 2.1528513, 'highway': 'traffic_signals', 'street_count': 4}"
30237616,"{'latitude': 41.3941584, 'longitude': 2.1539878, 'street_count': 3}"
30237617,"{'latitude': 41.3950168, 'longitude': 2.1551106, 'street_count': 3}"
30237627,"{'latitude': 41.3882004, 'longitude': 2.1437777, 'highway': 'traffic_signals', 'street_count': 3}"
30237628,"{'latitude': 41.3890419, 'longitude': 2.1448762, 'highway': 'traffic_signals', 'street_count': 4}"
30237629,"{'latitude': 41.3898783, 'longitude': 2.1460211, 'street_count': 3}"
