id,properties
11288630367,"{'y': 41.4075774, 'x': 2.1369348, 'street_count': 3}"
11288693702,"{'y': 41.434798, 'x': 2.177825, 'street_count': 1}"
11288693703,"{'y': 41.4344765, 'x': 2.1775543, 'street_count': 3}"
11289437704,"{'y': 41.3990411, 'x': 2.1701812, 'street_count': 4}"
11289475293,"{'y': 41.3992826, 'x': 2.1700482, 'street_count': 3}"
11289857591,"{'y': 41.3753241, 'x': 2.1206226, 'street_count': 1}"
11291166623,"{'y': 41.4017105, 'x': 2.1207395, 'street_count': 1}"
11291166626,"{'y': 41.4018, 'x': 2.1209019, 'street_count': 3}"
11291166628,"{'y': 41.4015113, 'x': 2.1217634, 'street_count': 1}"
11291166630,"{'y': 41.4015858, 'x': 2.1216243, 'street_count': 3}"
11291330432,"{'y': 41.3726398, 'x': 2.146259, 'street_count': 4}"
11291330435,"{'y': 41.373523, 'x': 2.1474696, 'street_count': 4}"
11291330438,"{'y': 41.3711766, 'x': 2.1437571, 'street_count': 4}"
11291330441,"{'y': 41.3682075, 'x': 2.1403126, 'street_count': 3}"
11291330444,"{'y': 41.3683429, 'x': 2.1405115, 'street_count': 3}"
11291330445,"{'y': 41.368385, 'x': 2.1405706, 'street_count': 4}"
11291330446,"{'y': 41.3687791, 'x': 2.1411259, 'street_count': 4}"
11291330449,"{'y': 41.3692861, 'x': 2.1417932, 'street_count': 3}"
11291330450,"{'y': 41.3697616, 'x': 2.1424032, 'street_count': 3}"
11291330454,"{'y': 41.3702902, 'x': 2.1431141, 'street_count': 4}"
11291330456,"{'y': 41.3709395, 'x': 2.144, 'street_count': 4}"
11291330460,"{'y': 41.3713445, 'x': 2.1445298, 'street_count': 3}"
11291330461,"{'y': 41.3677966, 'x': 2.1395294, 'street_count': 4}"
11291330462,"{'y': 41.3678735, 'x': 2.1394235, 'street_count': 3}"
11291787723,"{'y': 41.4062028, 'x': 2.1373213, 'street_count': 1}"
11291822814,"{'y': 41.4077517, 'x': 2.1387375, 'street_count': 3}"
11291822816,"{'y': 41.4073859, 'x': 2.1389225, 'street_count': 3}"
11293381263,"{'y': 41.4435832, 'x': 2.2263866, 'street_count': 1}"
11293710233,"{'y': 41.4305796, 'x': 2.1445101, 'street_count': 1}"
11294434853,"{'y': 41.4440336, 'x': 2.2283633, 'street_count': 1}"
11295650207,"{'y': 41.3720699, 'x': 2.1449366, 'street_count': 3}"
11295650216,"{'y': 41.3724415, 'x': 2.1454345, 'street_count': 3}"
11295726898,"{'y': 41.3705058, 'x': 2.1428816, 'street_count': 3}"
11295773143,"{'y': 41.3686163, 'x': 2.1403819, 'street_count': 3}"
11295773145,"{'y': 41.3687171, 'x': 2.1410386, 'street_count': 3}"
11295773146,"{'y': 41.3687378, 'x': 2.1410101, 'street_count': 4}"
11295773147,"{'y': 41.3688248, 'x': 2.1408921, 'street_count': 4}"
11295773148,"{'y': 41.368908, 'x': 2.1407933, 'street_count': 4}"
11295773149,"{'y': 41.3689292, 'x': 2.140765, 'street_count': 3}"
11296055756,"{'y': 41.3907296, 'x': 2.1879862, 'street_count': 3}"
11296085290,"{'y': 41.3872548, 'x': 2.1925702, 'street_count': 3}"
11296085291,"{'y': 41.3871636, 'x': 2.1926072, 'street_count': 3}"
11296085297,"{'y': 41.3881185, 'x': 2.1934816, 'street_count': 3}"
11296085300,"{'y': 41.3880839, 'x': 2.1933218, 'street_count': 3}"
11296140113,"{'y': 41.3846656, 'x': 2.1958971, 'street_count': 1}"
11296140114,"{'y': 41.3847529, 'x': 2.1958034, 'street_count': 2}"
11296140115,"{'y': 41.3847527, 'x': 2.1958037, 'street_count': 3}"
11297490999,"{'y': 41.3740048, 'x': 2.1475113, 'street_count': 3}"
11297552896,"{'y': 41.4126006, 'x': 2.1621883, 'street_count': 4}"
11297552898,"{'y': 41.412696, 'x': 2.1621326, 'street_count': 4}"
11297587273,"{'y': 41.4303403, 'x': 2.1928306, 'street_count': 3}"
11298541576,"{'y': 41.384266, 'x': 2.1824027, 'street_count': 3}"
11299487028,"{'y': 41.4062323, 'x': 2.1374847, 'street_count': 3}"
11299594546,"{'y': 41.3731382, 'x': 2.0850827, 'street_count': 3}"
11299602699,"{'y': 41.4068346, 'x': 2.1336717, 'street_count': 3}"
11300486576,"{'y': 41.4377797, 'x': 2.1428379, 'street_count': 3}"
11301248026,"{'y': 41.4055127, 'x': 2.195469, 'street_count': 1}"
11301248028,"{'y': 41.4054792, 'x': 2.1954491, 'street_count': 2}"
11301248029,"{'y': 41.4054982, 'x': 2.1955259, 'street_count': 2}"
11301248030,"{'y': 41.4054214, 'x': 2.195543, 'street_count': 2}"
11301248031,"{'y': 41.4054394, 'x': 2.195616, 'street_count': 2}"
11301266432,"{'y': 41.4051445, 'x': 2.1893024, 'street_count': 1}"
11301266444,"{'y': 41.4083478, 'x': 2.1931992, 'street_count': 3}"
11301321032,"{'y': 41.4074992, 'x': 2.1927225, 'street_count': 1}"
11302242543,"{'y': 41.4146943, 'x': 2.1877929, 'street_count': 3}"
11302242545,"{'y': 41.4147037, 'x': 2.1880487, 'street_count': 3}"
11302493521,"{'y': 41.386467, 'x': 2.15722, 'street_count': 4}"
11302493522,"{'y': 41.3864475, 'x': 2.1572597, 'street_count': 4}"
11302493523,"{'y': 41.3864216, 'x': 2.1573163, 'street_count': 4}"
11302493525,"{'y': 41.3864402, 'x': 2.1573962, 'street_count': 4}"
11302493527,"{'y': 41.3865081, 'x': 2.1574534, 'street_count': 3}"
11302914514,"{'y': 41.4018161, 'x': 2.179999, 'highway': 'crossing', 'street_count': 4}"
11302914515,"{'y': 41.4026918, 'x': 2.1789818, 'highway': 'crossing', 'street_count': 4}"
11302914516,"{'y': 41.4051526, 'x': 2.1822793, 'highway': 'crossing', 'street_count': 4}"
11303642586,"{'y': 41.3566314, 'x': 2.0726453, 'street_count': 3}"
11303683450,"{'y': 41.3558728, 'x': 2.070108, 'street_count': 3}"
11303683451,"{'y': 41.3554337, 'x': 2.0703988, 'street_count': 1}"
11304078407,"{'y': 41.4318433, 'x': 2.214889, 'street_count': 3}"
11304078408,"{'y': 41.4317531, 'x': 2.215052, 'street_count': 4}"
11304078409,"{'y': 41.4318238, 'x': 2.2149238, 'street_count': 4}"
11304078410,"{'y': 41.43177, 'x': 2.2150255, 'street_count': 4}"
11304850907,"{'y': 41.4259798, 'x': 2.1416863, 'street_count': 3}"
11305973955,"{'y': 41.4173805, 'x': 2.1389112, 'street_count': 3}"
11305973961,"{'y': 41.4176623, 'x': 2.1384939, 'street_count': 3}"
11305973966,"{'y': 41.4175046, 'x': 2.1384942, 'street_count': 3}"
11305988004,"{'y': 41.3653688, 'x': 2.1365465, 'street_count': 3}"
11306263406,"{'y': 41.3677157, 'x': 2.1391734, 'street_count': 1}"
11306263417,"{'y': 41.3663281, 'x': 2.137769, 'street_count': 4}"
11306263418,"{'y': 41.3663076, 'x': 2.1377977, 'street_count': 3}"
11306263422,"{'y': 41.3653555, 'x': 2.1365634, 'street_count': 4}"
11306263424,"{'y': 41.3651419, 'x': 2.1362787, 'street_count': 1}"
11306263425,"{'y': 41.3653043, 'x': 2.1364914, 'street_count': 1}"
11306263429,"{'y': 41.3664922, 'x': 2.1375336, 'street_count': 4}"
11306263430,"{'y': 41.3664426, 'x': 2.137464, 'street_count': 4}"
11306263433,"{'y': 41.3660523, 'x': 2.1369687, 'street_count': 4}"
11306263438,"{'y': 41.3662702, 'x': 2.1377483, 'street_count': 4}"
11306263441,"{'y': 41.3651671, 'x': 2.1357847, 'street_count': 3}"
11306272016,"{'y': 41.3668776, 'x': 2.1385059, 'street_count': 4}"
11306286094,"{'y': 41.3676288, 'x': 2.1390568, 'street_count': 1}"
11306286132,"{'y': 41.3451968, 'x': 2.1462269, 'street_count': 3}"
11306337783,"{'y': 41.3459197, 'x': 2.1408439, 'street_count': 3}"
11306337784,"{'y': 41.3460973, 'x': 2.1410295, 'street_count': 1}"
11306340257,"{'y': 41.3465942, 'x': 2.1417943, 'street_count': 2}"
11308740577,"{'y': 41.367698, 'x': 2.1396274, 'street_count': 3}"
11308740584,"{'y': 41.3677867, 'x': 2.1393089, 'street_count': 3}"
11309301926,"{'y': 41.4008303, 'x': 2.0665589, 'street_count': 3}"
11309301927,"{'y': 41.4001651, 'x': 2.0633404, 'street_count': 1}"
11309301943,"{'y': 41.3992339, 'x': 2.0657519, 'street_count': 3}"
11309301949,"{'y': 41.399188, 'x': 2.0656119, 'street_count': 3}"
11309301958,"{'y': 41.3990672, 'x': 2.0666719, 'street_count': 1}"
11309721140,"{'y': 41.3560998, 'x': 2.0662161, 'highway': 'crossing', 'street_count': 4}"
11309721141,"{'y': 41.3561562, 'x': 2.0661738, 'street_count': 1}"
11310035922,"{'y': 41.3800941, 'x': 2.1753947, 'street_count': 4}"
11310870851,"{'y': 41.3586393, 'x': 2.0935229, 'street_count': 1}"
11310981088,"{'y': 41.3539142, 'x': 2.0791222, 'street_count': 1}"
11310981089,"{'y': 41.3537079, 'x': 2.0791919, 'street_count': 3}"
11310981101,"{'y': 41.3554109, 'x': 2.0747928, 'highway': 'crossing', 'street_count': 4}"
11310981103,"{'y': 41.3554356, 'x': 2.0748201, 'street_count': 1}"
11310981104,"{'y': 41.3553857, 'x': 2.0747651, 'street_count': 1}"
11321529350,"{'y': 41.404231, 'x': 2.1880712, 'street_count': 3}"
11321823985,"{'y': 41.4084548, 'x': 2.1929416, 'street_count': 3}"
11322261041,"{'y': 41.4097262, 'x': 2.1943578, 'street_count': 3}"
11322261043,"{'y': 41.4096669, 'x': 2.1943211, 'street_count': 3}"
11322667562,"{'y': 41.3856116, 'x': 2.1517312, 'street_count': 4}"
11322667565,"{'y': 41.386145, 'x': 2.1523448, 'street_count': 4}"
11322667567,"{'y': 41.3860721, 'x': 2.1524344, 'street_count': 1}"
11322939071,"{'y': 41.3847383, 'x': 2.1505696, 'street_count': 4}"
11324754403,"{'y': 41.4019369, 'x': 2.1862324, 'street_count': 3}"
11328472871,"{'y': 41.4087119, 'x': 2.1917336, 'street_count': 1}"
11330005940,"{'y': 41.3636712, 'x': 2.0987925, 'street_count': 1}"
11330124959,"{'y': 41.3635677, 'x': 2.1042797, 'street_count': 3}"
11330124963,"{'y': 41.3636645, 'x': 2.1047445, 'street_count': 3}"
11330124966,"{'y': 41.3638521, 'x': 2.1063162, 'street_count': 3}"
11330145877,"{'y': 41.3637038, 'x': 2.1053621, 'street_count': 3}"
11330145881,"{'y': 41.3634607, 'x': 2.1045267, 'street_count': 1}"
11330145882,"{'y': 41.3634436, 'x': 2.1045091, 'street_count': 2}"
11330145889,"{'y': 41.3636953, 'x': 2.1052969, 'street_count': 2}"
11330220888,"{'y': 41.3963164, 'x': 2.159198, 'street_count': 1}"
11330792425,"{'y': 41.3936018, 'x': 2.1352825, 'street_count': 3}"
11330792427,"{'y': 41.3933327, 'x': 2.135461, 'street_count': 1}"
11332245163,"{'y': 41.3471349, 'x': 2.1342875, 'street_count': 3}"
11332245166,"{'y': 41.3471385, 'x': 2.1342767, 'street_count': 3}"
11332260680,"{'y': 41.3444891, 'x': 2.1352979, 'street_count': 3}"
11332260681,"{'y': 41.3444344, 'x': 2.1350608, 'street_count': 3}"
11332263570,"{'y': 41.347193, 'x': 2.1344792, 'street_count': 3}"
11332263571,"{'y': 41.3471882, 'x': 2.1344747, 'street_count': 3}"
11332263583,"{'y': 41.3451674, 'x': 2.1271934, 'street_count': 4}"
11332263584,"{'y': 41.3451965, 'x': 2.1270047, 'street_count': 4}"
11332263585,"{'y': 41.3452997, 'x': 2.1262432, 'street_count': 4}"
11332263586,"{'y': 41.3453643, 'x': 2.1257846, 'street_count': 4}"
11332263591,"{'y': 41.3455331, 'x': 2.1240854, 'street_count': 3}"
11332263592,"{'y': 41.3455537, 'x': 2.1240902, 'street_count': 4}"
11332263594,"{'y': 41.3455202, 'x': 2.1238118, 'street_count': 4}"
11332263598,"{'y': 41.3453062, 'x': 2.1221048, 'street_count': 3}"
11332263601,"{'y': 41.3453671, 'x': 2.1225192, 'street_count': 4}"
11332263604,"{'y': 41.3452985, 'x': 2.122071, 'highway': 'crossing', 'street_count': 4}"
11332263605,"{'y': 41.3454509, 'x': 2.1225316, 'street_count': 4}"
11332263606,"{'y': 41.3454229, 'x': 2.1224568, 'street_count': 4}"
11332263608,"{'y': 41.3453526, 'x': 2.1221347, 'street_count': 4}"
11332263622,"{'y': 41.3472658, 'x': 2.1337532, 'street_count': 4}"
11332263623,"{'y': 41.347249, 'x': 2.1337666, 'street_count': 3}"
11332263630,"{'y': 41.347347, 'x': 2.1340859, 'street_count': 4}"
11332263633,"{'y': 41.3473505, 'x': 2.1340884, 'street_count': 3}"
11332263642,"{'y': 41.3474442, 'x': 2.1343625, 'street_count': 3}"
11332263643,"{'y': 41.3474486, 'x': 2.1343387, 'street_count': 3}"
11332906414,"{'y': 41.3660087, 'x': 2.1453054, 'street_count': 1}"
11332906427,"{'y': 41.3668869, 'x': 2.1456026, 'street_count': 3}"
11336215726,"{'y': 41.4297247, 'x': 2.1381992, 'street_count': 1}"
11336215733,"{'y': 41.4285984, 'x': 2.1367506, 'street_count': 1}"
11336968276,"{'y': 41.3499951, 'x': 2.127127, 'street_count': 2}"
11336968280,"{'y': 41.3498367, 'x': 2.1272789, 'street_count': 2}"
11336968286,"{'y': 41.349867, 'x': 2.1273277, 'street_count': 2}"
11336968297,"{'y': 41.3482897, 'x': 2.1243171, 'street_count': 2}"
11336968299,"{'y': 41.3484188, 'x': 2.1241954, 'street_count': 2}"
11336968300,"{'y': 41.3483619, 'x': 2.1242486, 'street_count': 2}"
11336968301,"{'y': 41.3483439, 'x': 2.124266, 'street_count': 2}"
11336968305,"{'y': 41.3480037, 'x': 2.1236493, 'street_count': 2}"
11336968306,"{'y': 41.3479753, 'x': 2.1236758, 'street_count': 2}"
11336968307,"{'y': 41.3479267, 'x': 2.1237196, 'street_count': 2}"
11336968308,"{'y': 41.3480554, 'x': 2.1235997, 'street_count': 2}"
11336968315,"{'y': 41.3470723, 'x': 2.1216111, 'street_count': 2}"
11336968321,"{'y': 41.3471421, 'x': 2.121769, 'street_count': 2}"
11336968330,"{'y': 41.3471225, 'x': 2.1212284, 'street_count': 2}"
11336968341,"{'y': 41.3491229, 'x': 2.1196948, 'street_count': 3}"
11336968342,"{'y': 41.3491379, 'x': 2.119673, 'highway': 'crossing', 'street_count': 4}"
11336968345,"{'y': 41.3492199, 'x': 2.1195536, 'street_count': 3}"
11336968350,"{'y': 41.3492062, 'x': 2.1191611, 'street_count': 3}"
11336968355,"{'y': 41.3491749, 'x': 2.1191156, 'highway': 'crossing', 'street_count': 4}"
11336968356,"{'y': 41.3491073, 'x': 2.1190127, 'highway': 'crossing', 'street_count': 3}"
11336968364,"{'y': 41.3470372, 'x': 2.1210606, 'street_count': 3}"
11336969374,"{'y': 41.3482228, 'x': 2.120222, 'street_count': 3}"
11336969375,"{'y': 41.3481776, 'x': 2.1201404, 'highway': 'crossing', 'street_count': 4}"
11336969376,"{'y': 41.3481438, 'x': 2.1200792, 'highway': 'crossing', 'street_count': 4}"
11336969377,"{'y': 41.3481202, 'x': 2.1200367, 'street_count': 3}"
11336992930,"{'y': 41.34932, 'x': 2.1151926, 'street_count': 4}"
11336992937,"{'y': 41.3490791, 'x': 2.115262, 'street_count': 4}"
11336992938,"{'y': 41.3492678, 'x': 2.1152901, 'street_count': 3}"
11336992945,"{'y': 41.3503064, 'x': 2.1172882, 'street_count': 1}"
11336992947,"{'y': 41.3502664, 'x': 2.1168605, 'street_count': 3}"
11336992961,"{'y': 41.3481095, 'x': 2.1159373, 'street_count': 3}"
11336992962,"{'y': 41.3480839, 'x': 2.1159685, 'highway': 'crossing', 'street_count': 4}"
11336992963,"{'y': 41.3479967, 'x': 2.1160744, 'highway': 'crossing', 'street_count': 4}"
11337017823,"{'y': 41.3584712, 'x': 2.1433177, 'street_count': 4}"
11337017827,"{'y': 41.358481, 'x': 2.1426724, 'street_count': 1}"
11338930021,"{'y': 41.3466132, 'x': 2.1215511, 'street_count': 2}"
11338930022,"{'y': 41.3465938, 'x': 2.1215074, 'street_count': 2}"
11341157722,"{'y': 41.3501128, 'x': 2.1211038, 'street_count': 2}"
11341157723,"{'y': 41.3501249, 'x': 2.1207082, 'street_count': 2}"
11341157725,"{'y': 41.350376, 'x': 2.12106, 'street_count': 2}"
11341157727,"{'y': 41.3503404, 'x': 2.1210537, 'street_count': 2}"
11341157728,"{'y': 41.350294, 'x': 2.1211201, 'street_count': 2}"
11341157729,"{'y': 41.3502769, 'x': 2.1211445, 'street_count': 2}"
11341670830,"{'y': 41.3513981, 'x': 2.1455566, 'street_count': 1}"
11342571872,"{'y': 41.3732398, 'x': 2.1755329, 'street_count': 1}"
11342628723,"{'y': 41.3507729, 'x': 2.1353137, 'street_count': 3}"
11342628725,"{'y': 41.3508488, 'x': 2.1354887, 'street_count': 3}"
11342628727,"{'y': 41.3509092, 'x': 2.1354355, 'street_count': 3}"
11342628730,"{'y': 41.3507467, 'x': 2.1355854, 'street_count': 3}"
11342628731,"{'y': 41.3507389, 'x': 2.1357807, 'street_count': 3}"
11342628733,"{'y': 41.3507491, 'x': 2.1351239, 'street_count': 3}"
11342657971,"{'y': 41.3454998, 'x': 2.1228019, 'street_count': 3}"
11342657972,"{'y': 41.3465624, 'x': 2.1214381, 'street_count': 3}"
11342657983,"{'y': 41.3453428, 'x': 2.122073, 'street_count': 3}"
11343318993,"{'y': 41.3691352, 'x': 2.1715299, 'street_count': 3}"
11343318996,"{'y': 41.3689508, 'x': 2.171433, 'street_count': 1}"
11343354887,"{'y': 41.356552, 'x': 2.1417917, 'street_count': 3}"
11343354888,"{'y': 41.3565322, 'x': 2.141739, 'highway': 'crossing', 'street_count': 4}"
11343354889,"{'y': 41.3564744, 'x': 2.141592, 'highway': 'crossing', 'street_count': 4}"
11343354890,"{'y': 41.3564616, 'x': 2.1415602, 'street_count': 3}"
11344973962,"{'y': 41.4458117, 'x': 2.1562919, 'street_count': 3}"
11344973966,"{'y': 41.4454836, 'x': 2.1562333, 'street_count': 3}"
11345458734,"{'y': 41.3780994, 'x': 2.1455942, 'street_count': 2}"
11345458739,"{'y': 41.3781742, 'x': 2.1456935, 'street_count': 2}"
11345458740,"{'y': 41.3781517, 'x': 2.145664, 'street_count': 2}"
11345492002,"{'y': 41.3760814, 'x': 2.148435, 'street_count': 3}"
11346347840,"{'y': 41.3756025, 'x': 2.1486973, 'street_count': 1}"
11347489141,"{'y': 41.3749603, 'x': 2.1500538, 'street_count': 4}"
11347489145,"{'y': 41.3751531, 'x': 2.1498349, 'street_count': 3}"
11347489147,"{'y': 41.3751023, 'x': 2.1500565, 'highway': 'crossing', 'street_count': 4}"
11347495285,"{'y': 41.375259, 'x': 2.147867, 'street_count': 1}"
11347495288,"{'y': 41.3751611, 'x': 2.1478623, 'street_count': 3}"
11347516182,"{'y': 41.3758933, 'x': 2.1477678, 'street_count': 3}"
11347516183,"{'y': 41.3758131, 'x': 2.1478504, 'street_count': 1}"
11347574979,"{'y': 41.4027133, 'x': 2.1832574, 'street_count': 2}"
11347574980,"{'y': 41.4022174, 'x': 2.1839223, 'street_count': 2}"
11347667414,"{'y': 41.3995072, 'x': 2.1740147, 'street_count': 3}"
11347667415,"{'y': 41.3994579, 'x': 2.1739984, 'street_count': 3}"
11347667418,"{'y': 41.3992669, 'x': 2.1743215, 'street_count': 4}"
11348304191,"{'y': 41.3857676, 'x': 2.1772818, 'street_count': 4}"
11348304193,"{'y': 41.3854662, 'x': 2.1768202, 'street_count': 1}"
11350151462,"{'y': 41.3479853, 'x': 2.1160884, 'street_count': 2}"
11350161068,"{'y': 41.346015, 'x': 2.1167233, 'street_count': 1}"
11350166269,"{'y': 41.3461196, 'x': 2.116587, 'street_count': 1}"
11350821368,"{'y': 41.3649335, 'x': 2.1359127, 'highway': 'traffic_signals', 'street_count': 2}"
11351350296,"{'y': 41.3665706, 'x': 2.1321783, 'highway': 'traffic_signals', 'street_count': 3}"
11351473088,"{'y': 41.3779167, 'x': 2.1623317, 'street_count': 3}"
11351473089,"{'y': 41.3779439, 'x': 2.1622779, 'street_count': 3}"
11351487218,"{'y': 41.3775275, 'x': 2.1646424, 'street_count': 4}"
11351487219,"{'y': 41.3774944, 'x': 2.1645943, 'street_count': 3}"
11352139696,"{'y': 41.3759119, 'x': 2.161774, 'street_count': 3}"
11352139697,"{'y': 41.375895, 'x': 2.1618244, 'street_count': 3}"
11352804996,"{'y': 41.3521957, 'x': 2.1524495, 'street_count': 1}"
11352805011,"{'y': 41.3513382, 'x': 2.1541397, 'street_count': 3}"
11352805026,"{'y': 41.3486084, 'x': 2.148588, 'street_count': 1}"
11352805027,"{'y': 41.3523976, 'x': 2.1534523, 'street_count': 3}"
11352805028,"{'y': 41.3525018, 'x': 2.1534428, 'street_count': 1}"
11352888391,"{'y': 41.3762287, 'x': 2.1508846, 'street_count': 1}"
11353089340,"{'y': 41.3635908, 'x': 2.1363225, 'street_count': 4}"
11353089342,"{'y': 41.3635031, 'x': 2.1363964, 'street_count': 4}"
11353089348,"{'y': 41.3636763, 'x': 2.1365565, 'street_count': 4}"
11353089349,"{'y': 41.3635929, 'x': 2.1364398, 'street_count': 4}"
11353089350,"{'y': 41.3635386, 'x': 2.136366, 'street_count': 3}"
11353195578,"{'y': 41.3753807, 'x': 2.143398, 'street_count': 3}"
11353195579,"{'y': 41.3753814, 'x': 2.1433321, 'street_count': 3}"
11355460653,"{'y': 41.4311565, 'x': 2.2051891, 'street_count': 1}"
11355460655,"{'y': 41.43122, 'x': 2.2050495, 'street_count': 1}"
11355460657,"{'y': 41.428462, 'x': 2.2027692, 'street_count': 4}"
11359120129,"{'y': 41.3968758, 'x': 2.1730614, 'street_count': 1}"
11359120130,"{'y': 41.3967695, 'x': 2.1729122, 'street_count': 1}"
11359120135,"{'y': 41.3965122, 'x': 2.1732438, 'street_count': 1}"
11359120136,"{'y': 41.3966251, 'x': 2.1734025, 'street_count': 1}"
11359120141,"{'y': 41.3966252, 'x': 2.1730628, 'highway': 'traffic_signals', 'street_count': 3}"
11360392889,"{'y': 41.3760037, 'x': 2.1216927, 'street_count': 3}"
11360392890,"{'y': 41.375976, 'x': 2.1215798, 'street_count': 3}"
11360421638,"{'y': 41.374264, 'x': 2.119528, 'street_count': 3}"
11360421641,"{'y': 41.3744408, 'x': 2.1199154, 'street_count': 4}"
11360922003,"{'y': 41.371049, 'x': 2.1048736, 'street_count': 1}"
11360922024,"{'y': 41.3703651, 'x': 2.1062038, 'street_count': 3}"
11360922033,"{'y': 41.3708292, 'x': 2.1053831, 'street_count': 3}"
11360922034,"{'y': 41.3698372, 'x': 2.1064402, 'highway': 'crossing', 'street_count': 4}"
11360922046,"{'y': 41.3698053, 'x': 2.1070723, 'highway': 'crossing', 'street_count': 4}"
11360922047,"{'y': 41.3699085, 'x': 2.1070872, 'street_count': 3}"
11360922065,"{'y': 41.369473, 'x': 2.1081287, 'street_count': 4}"
11360922067,"{'y': 41.3695684, 'x': 2.1082119, 'street_count': 3}"
11360925469,"{'y': 41.369137, 'x': 2.110613, 'street_count': 1}"
11362322462,"{'y': 41.3780585, 'x': 2.1504966, 'street_count': 3}"
11362322463,"{'y': 41.3780618, 'x': 2.1505763, 'street_count': 3}"
11362644704,"{'y': 41.40577, 'x': 2.1627434, 'street_count': 3}"
11363008225,"{'y': 41.4062132, 'x': 2.1631954, 'street_count': 4}"
11363008230,"{'y': 41.4057941, 'x': 2.1627213, 'street_count': 4}"
11363008231,"{'y': 41.4057717, 'x': 2.1626706, 'street_count': 3}"
11363008232,"{'y': 41.4058489, 'x': 2.1626057, 'street_count': 4}"
11363008233,"{'y': 41.4057448, 'x': 2.1626932, 'street_count': 4}"
11363008236,"{'y': 41.4049009, 'x': 2.1634048, 'street_count': 3}"
11363184409,"{'y': 41.401383, 'x': 2.1783596, 'street_count': 4}"
11363184417,"{'y': 41.4010233, 'x': 2.1788535, 'street_count': 4}"
11363184426,"{'y': 41.4009719, 'x': 2.1787774, 'street_count': 4}"
11363307223,"{'y': 41.3798074, 'x': 2.152895, 'street_count': 4}"
11363307235,"{'y': 41.3797763, 'x': 2.1503802, 'street_count': 4}"
11363307237,"{'y': 41.3795629, 'x': 2.1506634, 'street_count': 5}"
11363307238,"{'y': 41.378928, 'x': 2.1493761, 'street_count': 4}"
11363307239,"{'y': 41.3789139, 'x': 2.1492703, 'street_count': 3}"
11364006811,"{'y': 41.3938616, 'x': 2.1381943, 'highway': 'crossing', 'street_count': 4}"
11364006812,"{'y': 41.393033, 'x': 2.1385667, 'street_count': 4}"
11364214338,"{'y': 41.4251776, 'x': 2.2238023, 'street_count': 1}"
11364252713,"{'y': 41.4270588, 'x': 2.2201946, 'street_count': 1}"
11364252714,"{'y': 41.427071, 'x': 2.2203167, 'street_count': 3}"
11364252717,"{'y': 41.4272181, 'x': 2.2199068, 'street_count': 1}"
11364569102,"{'y': 41.3872829, 'x': 2.1494617, 'street_count': 3}"
11364600299,"{'y': 41.3873818, 'x': 2.1495934, 'street_count': 4}"
11364600302,"{'y': 41.386678, 'x': 2.1506923, 'street_count': 1}"
11364600304,"{'y': 41.3865408, 'x': 2.1504906, 'street_count': 3}"
11365316521,"{'y': 41.3743827, 'x': 2.1082562, 'street_count': 3}"
11365365970,"{'y': 41.3761057, 'x': 2.1093618, 'highway': 'crossing', 'street_count': 4}"
11365365989,"{'y': 41.3779624, 'x': 2.1082934, 'street_count': 4}"
11365365998,"{'y': 41.3791812, 'x': 2.1079163, 'street_count': 4}"
11365366001,"{'y': 41.3793952, 'x': 2.1079375, 'street_count': 3}"
11365366006,"{'y': 41.3762809, 'x': 2.1100184, 'street_count': 3}"
11365366007,"{'y': 41.3762622, 'x': 2.1100686, 'street_count': 1}"
11365394491,"{'y': 41.3821897, 'x': 2.1092137, 'street_count': 4}"
11365422600,"{'y': 41.3769828, 'x': 2.1112279, 'street_count': 3}"
11365422601,"{'y': 41.3769517, 'x': 2.1112266, 'street_count': 4}"
11365454994,"{'y': 41.3873726, 'x': 2.1089994, 'street_count': 3}"
11365454995,"{'y': 41.3873599, 'x': 2.1090268, 'street_count': 3}"
11365497686,"{'y': 41.3894554, 'x': 2.1192173, 'street_count': 3}"
11365497690,"{'y': 41.3893485, 'x': 2.1192835, 'street_count': 1}"
11365497701,"{'y': 41.3891814, 'x': 2.1185683, 'street_count': 3}"
11366312395,"{'y': 41.3922931, 'x': 2.130411, 'street_count': 1}"
11367280208,"{'y': 41.3813966, 'x': 2.1573053, 'street_count': 4}"
11367280212,"{'y': 41.3805466, 'x': 2.1561755, 'street_count': 4}"
11367280215,"{'y': 41.3796939, 'x': 2.1550344, 'street_count': 4}"
11367280216,"{'y': 41.3796682, 'x': 2.1549984, 'street_count': 4}"
11367280219,"{'y': 41.3788455, 'x': 2.1539056, 'street_count': 4}"
11367280222,"{'y': 41.3779819, 'x': 2.1527621, 'street_count': 4}"
11367280225,"{'y': 41.3771696, 'x': 2.151678, 'street_count': 4}"
11367280226,"{'y': 41.3771449, 'x': 2.1516342, 'street_count': 4}"
11367280227,"{'y': 41.3770531, 'x': 2.1515016, 'street_count': 2}"
11367280232,"{'y': 41.3772787, 'x': 2.1515325, 'street_count': 3}"
11367280233,"{'y': 41.377242, 'x': 2.1515046, 'street_count': 3}"
11367280235,"{'y': 41.3768345, 'x': 2.1518301, 'highway': 'crossing', 'street_count': 3}"
11367280237,"{'y': 41.3768425, 'x': 2.1517734, 'street_count': 2}"
11367280241,"{'y': 41.3767654, 'x': 2.1517642, 'street_count': 1}"
11367386983,"{'y': 41.3761628, 'x': 2.1506388, 'street_count': 5}"
